	name	encoding
9	dada	"[-0.14254141  0.19543508  0.04040908 -0.05053965 -0.01275149 -0.04042866
 -0.00377563 -0.08256681  0.13318047 -0.03487501  0.24834904  0.05440832
 -0.26229781 -0.11978994 -0.05418113  0.11351328 -0.13777949 -0.09295061
 -0.08680583 -0.00776378  0.08233821  0.05514817 -0.03153678 -0.00898415
 -0.07985936 -0.34582034 -0.024222   -0.05524044  0.02514887 -0.05443608
  0.00397765 -0.00450446 -0.19060631 -0.06995287 -0.02576803  0.09209217
 -0.07000041 -0.04682443  0.16585284  0.02876024 -0.17736501  0.02177652
 -0.01137996  0.28422526  0.14612485  0.00051634  0.0423599  -0.07900252
  0.06970877 -0.22857687  0.05090054  0.16849789  0.08725908  0.08343348
  0.0315812  -0.15905789  0.04792951  0.09964282 -0.21483155  0.03063056
  0.09006064 -0.11438379 -0.06983938 -0.05520796  0.17064461  0.07903703
 -0.1212295  -0.12039362  0.16605403 -0.14324446 -0.06021011  0.00761736
 -0.07798237 -0.1903104  -0.29296869  0.11896574  0.32274228  0.21396394
 -0.17708126  0.04946212 -0.11437654  0.03450073  0.12700635  0.05300011
 -0.03967247 -0.0092285  -0.11315436 -0.01461308  0.14553276  0.04579645
 -0.08288927  0.21723668  0.01450749  0.03641004  0.04386736  0.0176021
 -0.07624127  0.01084616 -0.08099454  0.03607393  0.07185029 -0.15774955
 -0.00543366  0.12455551 -0.14282188  0.16780621  0.02759317  0.08202372
  0.09014732  0.02632732 -0.09405706 -0.06126592  0.11819445 -0.21804684
  0.31557816  0.1831159   0.03064518  0.14821789  0.15220018  0.07779595
 -0.01035148 -0.03517459 -0.20894518 -0.11317889  0.03695618 -0.02073507
  0.08254762  0.04519851]"
10	dada	"[-0.19862597  0.1832792   0.09239078 -0.11056191 -0.06957472  0.02583165
 -0.03985105 -0.06355621  0.07804966 -0.04363123  0.22396974  0.05127874
 -0.21346147 -0.10747517 -0.06518261  0.13838322 -0.118889   -0.1242279
 -0.06977318 -0.03570304  0.05598181  0.09909806 -0.04728807 -0.02307941
 -0.05297716 -0.29513669 -0.03747394 -0.0392864   0.01774293 -0.05487087
  0.04398203  0.00311745 -0.17949681 -0.00708411 -0.01690452  0.12843457
 -0.1190689  -0.04405732  0.13705361  0.02517522 -0.17405303  0.01055776
  0.04289553  0.30590913  0.16506882 -0.00195465  0.01560928 -0.0354617
  0.07773906 -0.20372987  0.05399006  0.16884694  0.11869658  0.1171155
  0.00240022 -0.12236995  0.10023839  0.11743423 -0.20819525  0.04185176
  0.08736403 -0.15208782 -0.04061048 -0.03967205  0.17123835  0.11561271
 -0.11018648 -0.1658686   0.14675227 -0.13880588 -0.07638393  0.08040948
 -0.11226012 -0.14047574 -0.23588176  0.06747211  0.34760076  0.16779532
 -0.15867987 -0.01702288 -0.05081632  0.0072813   0.11293574  0.09011795
 -0.06489667 -0.04215988 -0.1059323  -0.02569169  0.195944    0.03489082
 -0.08331689  0.1947158   0.07279804  0.00346609  0.04148262  0.02321177
 -0.01809247 -0.00225992 -0.06455585  0.00395839 -0.04296285 -0.1769404
 -0.03996633  0.09883855 -0.11985437  0.23838063  0.04921142  0.10721262
  0.00207518  0.00361817 -0.04843583 -0.02379746  0.13373743 -0.1674353
  0.26481068  0.18283598  0.04666809  0.13033994  0.139808    0.10592493
 -0.03914975 -0.05933829 -0.16347365 -0.10149648  0.02064839 -0.04924605
  0.10652812  0.06163067]"
11	dada	"[-0.16800787  0.21730915  0.06758019 -0.08761288 -0.04577961  0.00927636
 -0.03618782 -0.09986232  0.12490878 -0.03177724  0.23883823  0.02717714
 -0.26960656 -0.08495113 -0.06931307  0.13250652 -0.13447466 -0.12881933
 -0.08791273 -0.03392357  0.10303329  0.06863516  0.00142833 -0.02950399
 -0.08631328 -0.32593074 -0.0483257  -0.02063367  0.01998658 -0.05007417
  0.02832845 -0.03303417 -0.21407613 -0.04775839 -0.01718166  0.09003612
 -0.10136236 -0.08130588  0.15887238  0.01563081 -0.16968243  0.0062374
  0.02080749  0.26250193  0.15377979 -0.00727356  0.03407676 -0.10405436
  0.02852874 -0.17905512  0.02582955  0.21974374  0.10570635  0.10792291
  0.01284089 -0.09438926  0.10533909  0.10906459 -0.18453455 -0.00413917
  0.13505007 -0.08735844 -0.02760337 -0.06190254  0.15871648  0.06628183
 -0.11018083 -0.14766912  0.13841072 -0.12050807 -0.0861741   0.03165574
 -0.11576532 -0.17757556 -0.28243867  0.05024906  0.33637992  0.16183037
 -0.16500843  0.00797162 -0.08517055  0.02060917  0.10047913  0.05225886
 -0.09236206 -0.023867   -0.10922036  0.00903051  0.19747086  0.02882205
 -0.07866482  0.20312643  0.06175108  0.0071221   0.05705151  0.05320615
 -0.03447922  0.0174558  -0.07199392  0.06252465 -0.01001427 -0.16490451
 -0.03448     0.12630682 -0.13736157  0.18214725  0.04050491  0.06454428
  0.01531975  0.00643874 -0.09592892 -0.05583521  0.13003345 -0.19287708
  0.24955118  0.21554871  0.03784785  0.10503164  0.14121588  0.107451
 -0.03787814 -0.01836018 -0.18832417 -0.11238178  0.01477978 -0.0397819
  0.08152444  0.05694674]"
12	dada	"[-1.80098683e-01  2.35342726e-01  7.47540146e-02 -5.67165539e-02
  3.18415696e-04 -3.67274657e-02  3.56145501e-02 -8.17771703e-02
  1.56756818e-01 -5.94503321e-02  3.13916653e-01  1.57420468e-02
 -2.11531654e-01 -1.60611317e-01 -3.91436815e-02  1.17700815e-01
 -1.61890134e-01 -1.33134127e-01 -9.05020833e-02 -6.11243546e-02
  5.87464087e-02  5.66573702e-02 -6.04772717e-02 -7.74785876e-05
 -2.78220363e-02 -3.01657528e-01 -4.92002741e-02 -8.84971470e-02
  8.24231878e-02 -9.69828814e-02  5.59029281e-02 -5.34224836e-03
 -2.03952909e-01 -8.16588402e-02 -4.55676280e-02  5.96390888e-02
 -5.60236238e-02 -1.95917021e-02  1.50353909e-01  4.71423864e-02
 -1.43723428e-01 -2.59442069e-02 -1.33399824e-02  3.41914475e-01
  1.81838959e-01  1.73583422e-02 -4.35935184e-02 -2.42593847e-02
  3.81215066e-02 -2.02858388e-01  1.48461685e-02  1.89717457e-01
  1.46798268e-01  9.53971222e-02  1.81810297e-02 -1.47692338e-01
  3.50394398e-02  1.40416697e-02 -1.97473422e-01 -9.96205024e-03
  8.44661221e-02 -1.34421721e-01 -8.04703534e-02 -6.02392741e-02
  1.64599165e-01  4.93593588e-02 -9.40031335e-02 -1.13260999e-01
  1.95927218e-01 -1.42807454e-01 -4.34379615e-02  6.32296354e-02
 -9.67457294e-02 -1.45925611e-01 -2.35656083e-01  1.10867500e-01
  3.41016948e-01  1.87073112e-01 -1.51948825e-01  1.34723866e-03
 -1.23343669e-01  1.96553394e-02  4.04259190e-02  3.71773392e-02
 -7.36118630e-02 -1.08665787e-03 -1.03777178e-01 -1.87388100e-02
  9.55234617e-02  2.61002015e-02 -6.69145733e-02  2.03356966e-01
 -1.86221637e-02 -1.66335367e-02  4.15048487e-02 -3.80999371e-02
 -1.56199373e-02  3.00832419e-03 -8.24109092e-02 -1.14262579e-02
  1.66325904e-02 -1.79405034e-01 -3.48735563e-02  9.64819565e-02
 -1.65378749e-01  1.64362058e-01  6.08576387e-02  6.30785450e-02
  1.66163277e-02  2.94302162e-02 -6.99615330e-02 -4.13002819e-02
  1.61926329e-01 -1.83821097e-01  2.70549178e-01  2.08277166e-01
  1.77504793e-02  1.44116610e-01  1.22142926e-01  1.08538903e-01
 -5.35752550e-02 -7.01757371e-02 -1.49939165e-01 -1.24230571e-01
 -1.98872620e-03 -2.97872834e-02  5.91957793e-02  2.18637753e-02]"
13	dada	"[-1.83910400e-01  1.66314036e-01  6.38984889e-02 -6.08055405e-02
  1.25688119e-02 -2.67023407e-02  9.73991025e-03 -8.35029557e-02
  1.48724258e-01 -5.75094223e-02  2.47609094e-01  4.18277457e-02
 -1.86561227e-01 -1.40189514e-01 -2.99372114e-02  1.36156663e-01
 -1.56223491e-01 -1.33487746e-01 -4.37688604e-02 -4.23779637e-02
  8.09234604e-02  1.52391735e-02 -4.15101126e-02 -2.09730715e-02
 -1.03470564e-01 -3.16234797e-01 -6.84774891e-02 -8.94050077e-02
  4.75394279e-02 -4.29058820e-02  5.85066788e-02 -5.27305678e-02
 -2.29677752e-01 -5.94772026e-02 -2.83337962e-02  7.93453753e-02
 -6.48904815e-02 -3.61360386e-02  1.32669017e-01  1.00242738e-02
 -1.84980348e-01  8.91041197e-03  7.50213303e-03  2.65338004e-01
  1.39608949e-01  4.01370972e-02  7.85153918e-03 -9.78285670e-02
  4.65318412e-02 -1.67979285e-01  6.30147979e-02  1.39751866e-01
  9.48599577e-02  9.18943286e-02  1.64240226e-02 -1.17194183e-01
  8.44059214e-02  6.96433634e-02 -1.93815395e-01  2.67694006e-03
  9.73325819e-02 -8.02297816e-02 -3.91019918e-02 -2.91339625e-02
  1.84196696e-01  8.35157409e-02 -8.29360411e-02 -1.46252081e-01
  1.88642159e-01 -1.32785499e-01 -6.20905682e-02  3.43345702e-02
 -7.41812810e-02 -1.64099112e-01 -2.77605206e-01  9.58525240e-02
  3.68336439e-01  1.78129479e-01 -1.54908240e-01  3.71910706e-02
 -1.12615794e-01  3.81896421e-02  1.29374415e-01  6.91413656e-02
 -6.10502660e-02 -1.36494953e-02 -8.13324675e-02 -3.41763571e-02
  1.70386672e-01  4.11456525e-02 -7.59700984e-02  1.52394205e-01
 -1.20390207e-04  1.20349880e-02  3.48570347e-02 -2.02511810e-02
 -5.56398220e-02  4.38240170e-02 -7.46104941e-02 -2.66985148e-02
  2.76833475e-02 -9.76976752e-02 -7.41970679e-03  1.45536304e-01
 -1.66372895e-01  1.88490033e-01  5.23430668e-02  4.65436727e-02
  5.74110150e-02  8.02979022e-02 -6.49406314e-02 -5.79475872e-02
  9.87909436e-02 -1.88805133e-01  3.00655961e-01  1.96407333e-01
  2.85662357e-02  1.33679077e-01  1.45683974e-01  1.10319734e-01
 -4.03689072e-02 -1.99275315e-02 -2.17125848e-01 -7.34238774e-02
  2.99000051e-02 -3.85180116e-02  1.06151260e-01  3.76315005e-02]"
14	dada	"[-0.1671592   0.15863718  0.09713395 -0.05786236 -0.04164007 -0.05490555
 -0.00777357 -0.09261779  0.1029482  -0.02645365  0.30408967  0.04218308
 -0.23229575 -0.11074469 -0.07308508  0.12770665 -0.11251961 -0.0916992
 -0.10495204 -0.03009144  0.09009758  0.07139376 -0.02401678 -0.0121193
 -0.09064832 -0.34956115 -0.06755934 -0.00898452  0.02746504 -0.0784099
  0.05555337  0.03137214 -0.17139685 -0.05842473 -0.01149856  0.0910203
 -0.07739587 -0.07064471  0.16221863  0.01436997 -0.18266159  0.03935792
  0.03746108  0.30208218  0.16227604  0.01279829  0.04324212 -0.06912406
  0.02410738 -0.2248504   0.03158639  0.14799459  0.09569335  0.08542443
  0.03432657 -0.12163374  0.06756257  0.12591831 -0.23159947  0.03502591
  0.08935251 -0.16005221 -0.04789907 -0.05413612  0.16513926  0.1108441
 -0.10417621 -0.12549311  0.19949886 -0.14810456 -0.07227557  0.04076406
 -0.08959799 -0.17941593 -0.28105015  0.09815893  0.3846848   0.19322291
 -0.18027782  0.02457397 -0.06550433  0.04230995  0.11056548  0.04604973
 -0.07649441 -0.04760876 -0.1194119  -0.00339851  0.17609212  0.0739935
 -0.0802649   0.23305149  0.05527564  0.00491038  0.08237842  0.01824524
 -0.04022947  0.01367508 -0.07810635  0.03982886  0.03356763 -0.1647439
  0.016983    0.12398389 -0.12419796  0.20004708  0.02043957  0.06955762
  0.07105815  0.04442869 -0.05940359 -0.04795644  0.12250762 -0.22189586
  0.27287433  0.19390371  0.04876125  0.1446365   0.12534843  0.11507628
 -0.02652184 -0.03692466 -0.17583516 -0.09381828  0.01776526 -0.06642015
  0.1079791   0.06254908]"
15	dada	"[-0.13566203  0.13065469  0.07715531 -0.07440177 -0.01865133 -0.04943891
 -0.03855435 -0.08390009  0.1214475  -0.07613367  0.29443818  0.01627068
 -0.18950276 -0.08866829 -0.0578661   0.14097781 -0.16263971 -0.08126188
 -0.05211128 -0.03597112  0.07269433  0.04361079 -0.04996175 -0.02506452
 -0.06127108 -0.33738059 -0.10999171 -0.04285014  0.00987703 -0.06948636
  0.05919702 -0.02839427 -0.1914864  -0.04669944 -0.0353388   0.05878399
 -0.06985819 -0.0842827   0.16749936  0.05271854 -0.15987365  0.04697572
 -0.00238957  0.31864157  0.13016802  0.01663186  0.03102245 -0.08873029
  0.04214035 -0.18458799  0.03735254  0.15793088  0.11028978  0.06822231
  0.0032715  -0.10012418  0.08317216  0.10813813 -0.23362339  0.02201582
  0.12138309 -0.0861899  -0.01413804 -0.04775693  0.21817522  0.13058542
 -0.10833298 -0.14703801  0.16948488 -0.12138965 -0.07399426 -0.00384651
 -0.12295622 -0.20249595 -0.29709643  0.10435844  0.38232085  0.16803148
 -0.17693898  0.02482548 -0.11058742  0.02752993  0.15773326  0.07969421
 -0.04317378 -0.03139722 -0.09140698 -0.00770008  0.1808579   0.01958257
 -0.09964698  0.17193009  0.0141374  -0.00969835  0.0405829  -0.0111037
 -0.04635905  0.04285448 -0.08090888  0.04127289 -0.00580577 -0.12357279
 -0.00478221  0.1428162  -0.14617094  0.18752539  0.04506597  0.01075628
  0.03594883  0.05998323 -0.09599166 -0.06841279  0.12298226 -0.22672419
  0.26706666  0.19630149  0.05025364  0.15941088  0.12376987  0.13461079
 -0.05119622 -0.01612368 -0.20146556 -0.06901041 -0.00064073  0.01266924
  0.11164954  0.04554064]"
16	dada	"[-0.13890898  0.16665651  0.1087825  -0.06544103  0.02509818 -0.08594669
 -0.02948805 -0.05379504  0.10255724 -0.04568261  0.31877652  0.02862134
 -0.22160277 -0.10889654 -0.02972361  0.1214385  -0.16252854 -0.06461745
 -0.08256508 -0.00186607  0.08151145  0.06568278 -0.00483971 -0.00974775
 -0.03783869 -0.36567917 -0.07403086 -0.07481081  0.03347236 -0.06006958
  0.02230155  0.01040125 -0.18250957 -0.07667146 -0.03748156  0.0703741
 -0.07370263 -0.05193155  0.14975071  0.06578204 -0.15568116 -0.01189546
 -0.0209092   0.32692286  0.17077512  0.00515564  0.0526836  -0.03423219
  0.01544159 -0.23691668  0.0463588   0.15751022  0.14346322  0.11737224
  0.02391196 -0.15021923  0.08692221  0.0699655  -0.22497305  0.04547497
  0.10960076 -0.10122308 -0.0372523  -0.03582437  0.2195144   0.09786548
 -0.13715054 -0.12246884  0.14741579 -0.12406643 -0.06350709  0.02696954
 -0.13478069 -0.1899384  -0.27919388  0.0929774   0.297389    0.18263502
 -0.20600735  0.02146682 -0.14089116  0.02969444  0.08963726  0.06625137
 -0.03903687  0.03145383 -0.11457846 -0.03529819  0.12156668  0.01913121
 -0.09667684  0.22144841 -0.00590369  0.00337956  0.07502874 -0.00490997
 -0.04010652 -0.00554316 -0.10626242  0.02138647 -0.00186768 -0.17876834
 -0.05932092  0.0929777  -0.14942405  0.20880376  0.03164106  0.06594063
  0.04141059  0.01983695 -0.09922683 -0.06308933  0.14595538 -0.20123427
  0.27776608  0.22235934  0.064658    0.15957786  0.12968668  0.1118263
 -0.05683167 -0.02804624 -0.18041907 -0.08829701  0.00750098 -0.00642458
  0.06641313  0.03657875]"
17	dada	"[-0.19661367  0.17064919  0.0728097  -0.06376523 -0.01442738 -0.04604591
  0.00433091 -0.10360672  0.11480547 -0.02731917  0.27238053  0.01472861
 -0.25354949 -0.11112207 -0.02903011  0.15250343 -0.15765589 -0.13304712
 -0.04131772 -0.04520221  0.04256615  0.01969418 -0.05839319 -0.00611831
 -0.02439524 -0.32462308 -0.05666377 -0.06182074  0.01054031 -0.0623589
  0.03617961 -0.01724088 -0.20299694 -0.06568892 -0.01860043  0.07071202
 -0.09070744 -0.05208123  0.15906018  0.03725683 -0.15461312  0.00756652
  0.02779227  0.29819724  0.1593235   0.0151089   0.02981907 -0.09700698
  0.04327734 -0.17113464  0.00182072  0.18126342  0.12682258  0.0984844
 -0.03225228 -0.13712764  0.06303979  0.06233406 -0.2180151   0.03802953
  0.11622979 -0.1270197  -0.03971471 -0.0393044   0.21750595  0.07920619
 -0.11980225 -0.13864769  0.13719366 -0.11921713 -0.08231172  0.03951796
 -0.12712115 -0.18992265 -0.26737243  0.0971188   0.3489098   0.13429506
 -0.14895017  0.01620331 -0.11617798  0.00048852  0.09028251  0.10148878
 -0.05301246 -0.02850684 -0.09747773 -0.0165558   0.17365777  0.02552003
 -0.08336151  0.15879172 -0.0064269   0.01791105  0.02070559  0.03514154
 -0.04906393  0.01642565 -0.06772879 -0.04507155 -0.00869387 -0.1383325
  0.0059787   0.11032378 -0.14942926  0.17609219  0.03969232  0.06842455
  0.00939748  0.01773101 -0.03288837 -0.03454594  0.10856401 -0.19515467
  0.2999101   0.20850359  0.04074524  0.12442736  0.10610116  0.08906514
 -0.05786134 -0.03003076 -0.16241574 -0.06959357  0.01066742  0.01458891
  0.13486111  0.03050669]"
18	dada	"[-0.16018608  0.18551743  0.03833922 -0.0589334  -0.02726204 -0.02344499
  0.01495062 -0.09375912  0.11706191 -0.05105109  0.25598097 -0.04265913
 -0.26222441 -0.10159779 -0.03572358  0.14350684 -0.14700818 -0.07102531
 -0.10759866 -0.04082575  0.04888623  0.06582594 -0.01679854  0.00204425
 -0.06403273 -0.32446954 -0.05600393 -0.04311366  0.02571102 -0.04735399
  0.03597648  0.01403188 -0.21433601 -0.0822641  -0.02621171  0.06037703
 -0.09478334 -0.02729583  0.15695469  0.05800669 -0.14151618  0.01697681
  0.04775744  0.26680115  0.17330806  0.03891535 -0.00262938 -0.09827288
  0.02183149 -0.19699438 -0.00508723  0.19754688  0.13452893  0.11837003
 -0.01001955 -0.09520309  0.08874589  0.07335754 -0.2332343   0.02605785
  0.10136678 -0.08715081 -0.02281319 -0.00273655  0.17310421  0.06047097
 -0.09583122 -0.10927586  0.16845015 -0.16765709 -0.07349889  0.04530428
 -0.07871173 -0.19497719 -0.29081756  0.05572464  0.32323337  0.1891136
 -0.15742497 -0.00942281 -0.11700603 -0.03864529  0.07659779  0.06110114
 -0.07334309 -0.07941933 -0.08300965 -0.01226397  0.17430867  0.02455929
 -0.05375863  0.23935579  0.05985891 -0.01718381  0.02918732  0.02316703
 -0.07051396 -0.02143037 -0.0677393  -0.02764346 -0.00737923 -0.17023598
 -0.01253653  0.12282598 -0.1909458   0.22677116  0.0309144   0.01953053
  0.02934998  0.02726561 -0.04492386 -0.03545382  0.14204054 -0.17454772
  0.24340481  0.21113838  0.0215771   0.11922691  0.10871355  0.11860693
 -0.05224258 -0.02468844 -0.15432754 -0.13038863 -0.00257212 -0.03796449
  0.09375777  0.04488618]"
19	dada	"[-0.1479965   0.18814334  0.063495   -0.09574337 -0.04547504 -0.00880625
 -0.00411406 -0.03580035  0.13368079 -0.04373705  0.27937922  0.00588662
 -0.23952578 -0.15121311 -0.03356502  0.1572929  -0.14954518 -0.12423526
 -0.08028051 -0.06033497  0.04980879  0.04815928 -0.05119596 -0.03562338
 -0.0582062  -0.34305981 -0.03377566 -0.06630325  0.03053029 -0.07956762
  0.05630722  0.01389142 -0.20354612 -0.08517794  0.00147515  0.07888854
 -0.07721434 -0.02953644  0.1213036   0.03968847 -0.13636285 -0.00615163
  0.02388657  0.27872515  0.14492242  0.04231451  0.00561878 -0.08084774
  0.04012518 -0.18821624  0.02223016  0.16407232  0.13616374  0.09191286
  0.04577754 -0.11790349  0.10556038  0.04397158 -0.21408148  0.01127893
  0.09460724 -0.11310078 -0.06101122 -0.04929654  0.20705573  0.04913839
 -0.07393157 -0.14015368  0.21535976 -0.09733742 -0.06793649  0.0487115
 -0.08153398 -0.14477174 -0.2497877   0.06767159  0.34398323  0.18148215
 -0.1842656   0.01884004 -0.1107062   0.01937794  0.09104981  0.0352244
 -0.06938604 -0.04330369 -0.09978284 -0.03110119  0.15106107  0.01575816
 -0.07442401  0.17931591  0.02438484  0.02433162  0.06033088 -0.04862566
 -0.0389655   0.02074582 -0.07939541 -0.02605327  0.01823497 -0.17670675
 -0.023177    0.10457101 -0.14220637  0.16239901  0.04464719  0.06165352
  0.02742666  0.06446414 -0.06575282 -0.05426323  0.13754259 -0.20680812
  0.29118264  0.20297228  0.03219909  0.12216261  0.13563941  0.11410128
 -0.04165537 -0.06531993 -0.1668119  -0.11311634 -0.00299833 -0.04121457
  0.07898277  0.05150913]"
